Occupation Code,Occupation Title,Active Learning,Active Listening,Complex Problem Solving,Coordination,Critical Thinking,Equipment Maintenance,Equipment Selection,Installation,Instructing,Judgment and Decision Making,Learning Strategies,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Mathematics,Monitoring,Negotiation,Operation and Control,Operations Analysis,Operations Monitoring,Persuasion,Programming,Quality Control Analysis,Reading Comprehension,Repairing,Science,Service Orientation,Social Perceptiveness,Speaking,Systems Analysis,Systems Evaluation,Technology Design,Time Management,Troubleshooting,Writing
43-9071,Office Machine Operators — Except Computer,2.75,3.0,2.88,2.75,3.0,2.75,2.5,1.12,2.12,3.0,2.0,2.12,2.25,2.5,2.5,3.0,2.25,3.25,1.62,3.12,2.25,1.75,2.75,3.12,2.62,1.0,2.75,2.88,3.0,2.62,2.12,1.75,3.0,2.75,2.88
43-9081,Proofreaders and Copy Markers,2.5,3.12,2.38,2.25,3.0,1.0,1.0,1.0,1.75,2.5,2.0,1.0,1.0,1.62,1.88,2.88,1.75,1.0,1.38,1.0,1.88,1.25,2.38,4.25,1.0,1.12,1.75,2.25,3.25,2.0,2.0,1.0,2.75,1.0,3.62
43-9111,Statistical Assistants,3.62,3.38,3.62,2.88,3.75,1.0,1.0,1.0,2.75,3.25,2.88,1.38,1.38,2.62,4.38,3.0,2.62,1.0,1.88,1.38,2.75,3.0,2.25,3.75,1.0,2.12,2.88,2.88,3.38,2.5,2.5,1.88,3.25,1.0,3.5
45-1011,First-Line Supervisors of Farming — Fishing — and Forestry Workers,3.0,3.38,3.25,3.75,3.75,2.5,2.5,1.12,3.38,3.25,3.25,2.75,2.75,3.5,2.88,3.62,3.0,3.0,1.5,3.38,3.0,1.5,3.12,3.5,2.25,2.25,2.62,3.38,3.62,3.0,3.0,1.88,3.5,2.75,3.12
45-2011,Agricultural Inspectors,3.25,3.75,3.12,3.12,3.62,1.0,1.12,1.0,3.0,3.25,2.88,1.62,1.75,2.62,2.62,3.75,2.88,2.5,1.75,3.25,2.88,1.5,4.12,3.75,1.0,2.75,2.88,2.75,3.5,3.12,3.12,1.75,2.88,2.0,3.12
45-2021,Animal Breeders,3.0,3.0,3.0,2.5,3.25,1.0,1.38,1.0,1.88,3.0,2.12,2.12,2.0,2.0,2.12,3.0,1.75,2.62,1.62,2.88,2.38,1.5,2.62,2.88,1.0,3.0,2.38,2.62,3.0,2.38,2.12,1.25,2.75,2.0,2.75
45-2041,Graders and Sorters — Agricultural Products,2.12,2.75,2.12,2.5,2.5,1.0,1.0,1.0,1.62,2.25,1.62,1.12,1.12,1.38,1.62,2.88,1.75,1.5,1.0,1.62,1.88,1.0,1.88,2.25,1.0,1.25,1.88,2.12,2.75,1.88,1.62,1.0,2.25,1.5,2.25
45-2091,Agricultural Equipment Operators,2.25,3.0,2.5,2.75,2.88,3.0,2.5,1.38,2.25,2.5,1.75,1.38,1.5,2.25,1.88,2.75,2.12,3.88,1.12,3.75,2.0,1.0,3.0,2.25,3.0,1.62,2.25,2.88,2.75,2.0,2.0,1.5,2.25,3.12,2.12
45-2092,Farmworkers and Laborers — Crop — Nursery — and Greenhouse,2.62,2.88,2.38,2.5,2.75,2.62,2.38,1.62,2.25,2.38,2.5,1.88,2.0,2.38,2.12,2.75,2.12,2.75,1.5,3.0,2.5,1.62,2.62,2.75,2.75,1.25,2.38,2.75,3.0,2.5,2.38,1.5,2.75,2.62,2.75
45-2093,Farmworkers — Farm — Ranch — and Aquacultural Animals,2.88,3.12,3.0,3.0,3.38,2.75,2.88,1.0,2.38,3.12,2.12,1.75,2.0,2.5,2.12,3.25,2.12,3.12,1.38,3.12,2.5,1.0,2.88,3.0,2.75,1.88,2.38,2.62,3.0,2.25,2.25,1.38,2.88,3.0,2.62
45-3031,Fishing and Hunting Workers,2.5,2.75,2.75,3.12,3.12,2.62,2.5,1.25,2.75,3.12,2.75,2.12,2.5,2.62,2.12,2.88,2.12,2.62,1.25,2.62,2.12,1.12,2.25,2.75,2.25,1.62,2.25,2.62,3.0,2.38,2.12,1.5,2.88,2.62,2.25
45-4011,Forest and Conservation Workers,3.0,3.0,2.88,3.0,3.12,2.25,2.12,1.0,2.25,3.0,2.62,1.38,1.62,2.12,2.12,3.12,2.0,2.62,1.25,2.75,2.38,1.38,2.12,3.0,2.12,2.0,2.38,2.75,3.0,2.25,2.0,1.38,2.88,2.12,2.62
45-4021,Fallers,2.38,2.88,2.62,2.5,3.25,2.88,2.62,1.0,2.0,3.0,1.38,1.88,1.88,2.0,2.38,3.25,2.0,3.38,2.12,3.25,2.25,1.0,2.62,2.0,2.75,1.75,2.12,2.25,2.62,1.12,2.0,1.0,2.5,2.75,1.88
45-4022,Logging Equipment Operators,2.25,3.0,2.88,2.75,2.88,3.12,2.75,1.12,2.25,2.88,2.25,1.75,1.88,2.25,2.38,3.0,2.25,4.0,1.5,3.75,2.38,1.0,3.0,2.5,2.88,1.5,2.25,2.75,2.75,2.38,2.25,1.25,2.88,3.0,2.75
45-4023,Log Graders and Scalers,3.0,3.25,2.88,3.0,3.25,1.62,1.75,1.0,2.5,3.0,2.38,1.75,1.88,2.38,2.75,3.0,2.62,2.75,1.62,2.88,2.75,1.5,2.5,2.88,1.38,1.75,2.62,2.75,3.12,2.5,2.12,1.38,2.88,2.0,3.0
47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,3.0,3.625,3.12,3.815,3.56,2.06,2.565,1.44,3.19,3.25,3.06,2.375,2.5,3.685,2.75,3.565,3.06,2.815,2.25,2.94,3.19,1.375,3.06,3.5,2.06,1.75,3.0,3.12,3.685,2.94,2.94,1.69,3.565,2.31,3.0
47-2011,Boilermakers,3.0,3.0,3.0,2.88,3.5,3.12,3.0,2.0,2.62,3.0,2.75,1.62,1.75,2.0,2.12,3.0,2.0,3.75,2.75,4.0,2.0,1.12,3.12,3.0,3.12,1.75,2.5,2.75,3.0,2.12,2.0,1.62,3.0,3.12,2.62
47-2021,Brickmasons and Blockmasons,2.88,3.0,2.88,3.12,3.12,2.0,2.62,1.12,2.25,2.88,2.12,1.88,2.0,2.25,2.88,3.0,2.25,2.62,2.12,3.0,2.5,1.0,3.0,2.75,2.0,1.75,2.25,2.75,3.0,2.12,2.0,1.62,3.0,2.0,2.25
47-2022,Stonemasons,2.75,3.0,3.25,3.12,3.5,2.0,2.25,1.0,2.62,3.25,2.62,1.62,2.25,2.88,3.0,3.0,2.62,2.88,1.75,3.12,2.62,1.0,2.75,3.0,2.25,1.62,2.62,2.62,3.0,2.62,2.25,1.88,3.25,2.25,2.62
47-2031,Carpenters,3.0,3.38,3.0,3.25,3.38,2.25,2.75,2.25,2.62,3.0,2.75,1.88,2.38,2.62,3.0,3.38,2.5,2.88,1.75,2.88,2.5,1.5,3.12,3.12,2.38,1.38,2.75,2.75,3.12,2.5,2.62,1.75,3.0,2.38,2.88
47-2041,Carpet Installers,2.62,2.88,2.75,3.12,3.0,1.75,2.25,1.38,2.5,2.88,2.38,1.5,2.0,2.5,3.0,3.12,2.25,2.5,2.0,2.62,2.38,1.0,3.0,2.62,1.88,1.0,2.62,2.88,2.88,2.0,2.12,1.62,3.0,2.12,2.0
47-2042,Floor Layers — Except Carpet — Wood — and Hard Tiles,2.75,3.12,2.75,2.88,2.88,1.0,1.62,1.0,2.38,2.88,2.12,1.12,1.25,2.38,2.12,2.88,2.5,2.38,1.88,2.25,2.38,1.0,2.0,2.38,1.0,1.25,2.38,2.88,3.12,1.75,1.75,1.25,2.88,1.62,2.38
47-2043,Floor Sanders and Finishers,2.62,3.0,2.75,3.0,2.75,2.25,2.12,1.0,2.12,2.62,2.12,1.38,1.62,1.88,2.0,2.88,2.0,3.12,1.38,2.88,2.12,1.0,2.62,2.62,2.12,1.12,2.5,2.38,2.75,2.0,2.0,1.38,2.88,2.12,2.12
47-2044,Tile and Stone Setters,2.38,3.12,3.0,3.0,3.0,2.0,2.12,1.5,2.62,2.75,2.12,1.5,2.0,2.25,3.0,2.75,2.38,2.25,1.75,2.5,2.25,1.0,2.62,2.88,2.0,1.12,2.62,2.5,3.0,2.12,2.0,1.62,3.0,2.0,2.0
47-2051,Cement Masons and Concrete Finishers,2.12,3.0,3.0,3.12,3.0,2.0,2.12,1.38,2.5,3.0,2.38,1.75,1.88,2.5,2.62,3.25,2.0,2.88,1.38,2.75,2.12,1.12,3.12,2.38,1.88,1.25,2.25,2.5,3.12,2.0,2.0,1.75,3.12,2.38,2.0
47-2053,Terrazzo Workers and Finishers,2.38,2.5,2.62,3.0,2.62,2.12,2.5,1.25,2.12,2.88,2.12,1.62,1.88,2.12,2.38,2.75,1.88,2.75,1.88,2.75,2.0,1.0,3.0,2.12,2.0,1.62,2.38,2.62,2.88,2.0,1.88,1.38,2.75,2.12,1.88
47-2061,Construction Laborers,2.12,3.12,2.75,3.12,2.75,2.5,2.62,1.88,2.12,2.38,2.12,1.5,1.62,2.0,2.0,2.62,2.0,3.12,1.62,3.0,2.0,1.0,2.12,2.75,2.25,1.5,2.12,2.62,3.25,1.88,2.0,1.5,2.5,2.25,2.25
47-2071,Paving — Surfacing — and Tamping Equipment Operators,2.62,2.88,2.62,3.0,3.0,2.88,2.5,1.62,2.0,2.88,2.25,1.5,1.5,1.88,2.0,3.25,1.88,3.38,1.5,3.62,1.88,1.0,2.75,2.5,3.0,1.12,2.0,2.5,2.88,2.12,2.12,1.62,2.75,3.0,1.88
47-2072,Pile Driver Operators,2.0,3.0,2.75,3.0,2.88,3.25,2.12,1.0,2.12,2.75,1.88,1.5,1.75,1.88,2.12,3.25,1.88,4.12,1.12,4.0,1.88,1.0,2.88,2.5,2.75,1.38,2.0,2.5,2.75,2.0,2.0,1.5,2.88,3.12,2.25
47-2073,Operating Engineers and Other Construction Equipment Operators,2.88,3.0,2.88,2.88,2.88,3.25,2.38,1.38,2.38,2.88,2.12,1.75,1.88,2.12,2.0,3.12,2.0,4.12,1.75,3.25,2.25,1.12,2.88,2.88,2.88,1.5,2.25,2.75,2.88,2.0,2.0,1.75,3.0,3.0,2.0
47-2081,Drywall and Ceiling Tile Installers,2.12,2.75,2.62,2.88,3.0,1.88,2.38,1.75,2.12,2.88,2.0,1.62,1.75,2.0,2.25,2.88,1.75,2.5,1.88,2.5,2.0,1.0,2.5,2.75,1.62,1.12,2.0,2.5,2.88,2.0,2.0,1.75,2.88,2.0,2.12
47-2082,Tapers,2.25,2.88,2.12,2.5,2.62,1.62,1.62,1.62,2.12,2.38,2.12,1.0,1.62,2.12,1.62,2.88,2.0,2.12,1.75,2.25,2.0,1.0,2.12,2.25,1.5,1.12,2.12,2.62,2.88,2.0,2.0,1.12,2.75,2.0,2.0
47-2111,Electricians,3.25,3.38,3.12,3.12,3.38,3.0,3.0,3.25,3.0,3.25,3.0,2.38,2.38,2.88,3.0,3.12,2.25,3.0,2.75,3.12,3.0,1.0,3.25,3.12,3.5,2.0,3.0,2.88,3.38,3.0,2.88,2.12,3.0,4.0,3.0
47-2121,Glaziers,2.25,2.88,2.88,3.0,3.0,1.88,2.12,2.25,2.12,2.88,2.12,1.88,1.88,2.12,2.0,2.75,2.12,2.88,1.75,2.88,2.25,1.0,2.25,3.0,1.88,1.5,2.5,2.88,3.0,2.0,2.0,1.75,3.0,2.0,2.25
47-2131,Insulation Workers — Floor — Ceiling — and Wall,2.62,3.0,2.75,2.88,3.0,2.0,2.25,1.25,2.25,2.62,2.12,2.0,2.0,2.12,2.25,2.88,2.5,3.0,1.88,2.88,2.62,1.0,2.62,2.62,2.12,1.0,2.38,2.75,3.0,2.0,2.0,1.75,2.75,2.38,2.12
47-2132,Insulation Workers — Mechanical,2.75,3.0,2.62,3.0,3.0,1.38,1.75,2.12,2.5,2.88,2.12,1.38,1.75,2.25,2.12,3.0,2.12,2.62,1.88,2.75,2.0,1.0,2.75,2.75,1.38,1.38,2.12,2.62,2.88,2.0,2.0,1.5,3.0,2.12,2.0
47-2141,Painters — Construction and Maintenance,2.0,3.0,1.88,2.88,3.0,1.38,1.75,1.0,2.0,2.75,2.0,1.75,1.88,2.0,2.0,2.88,1.88,2.0,1.62,2.0,2.0,1.0,2.0,2.75,1.62,1.5,2.38,2.88,2.38,1.88,2.0,1.38,3.0,1.88,2.0
47-2142,Paperhangers,2.0,3.0,2.75,3.0,2.88,1.0,1.5,1.12,2.0,2.75,2.0,1.25,1.5,2.12,2.0,2.75,2.0,2.38,1.38,2.38,2.12,1.0,2.25,2.38,1.0,1.25,2.38,2.62,3.0,1.62,1.62,1.25,2.88,2.0,2.0
47-2151,Pipelayers,2.0,3.0,2.38,3.0,3.0,2.62,2.62,2.75,2.0,2.88,2.12,1.5,1.5,2.0,2.0,2.62,2.0,3.12,1.0,3.0,2.0,1.0,3.0,2.88,2.75,1.0,2.0,2.62,3.0,2.0,1.88,1.62,2.88,2.75,2.0
47-2152,Plumbers — Pipefitters — and Steamfitters,2.81,3.065,3.0,2.94,3.375,2.81,2.815,3.75,2.81,3.185,2.44,1.815,1.88,2.44,2.56,3.185,2.375,2.94,1.75,3.125,2.5,1.56,3.065,3.13,3.065,1.625,2.875,2.815,3.125,2.815,2.815,2.065,3.06,3.185,2.815
47-2161,Plasterers and Stucco Masons,2.75,3.0,2.75,2.88,2.75,1.5,2.12,1.75,2.5,2.75,2.62,1.88,2.25,2.62,2.0,2.88,2.25,2.75,1.88,2.88,2.25,1.0,3.0,2.75,1.62,1.12,2.88,2.75,2.88,2.12,2.12,1.75,3.0,2.12,2.12
47-2171,Reinforcing Iron and Rebar Workers,2.38,2.62,2.75,3.12,3.0,1.75,2.0,1.12,2.25,2.88,2.25,1.62,1.75,2.12,2.38,2.88,1.88,2.88,1.88,2.75,1.88,1.0,2.62,2.62,1.62,1.25,2.0,2.5,2.62,2.12,1.88,1.75,2.75,2.0,1.88
47-2181,Roofers,2.62,3.12,2.88,3.62,3.12,1.88,2.0,1.75,2.5,2.75,2.12,1.88,2.0,2.12,2.25,3.0,2.0,3.0,1.75,3.0,2.25,1.0,2.38,2.75,1.75,1.25,2.38,2.75,3.0,2.0,2.0,1.75,3.0,2.12,2.0
47-2211,Sheet Metal Workers,2.88,3.0,2.88,3.12,3.12,2.88,2.62,2.62,2.88,3.0,2.5,1.5,1.75,2.62,3.0,3.12,2.12,2.88,2.12,2.88,2.12,1.38,2.75,3.12,2.88,1.62,2.25,2.5,3.0,2.38,2.25,1.75,3.0,2.88,2.25
47-2221,Structural Iron and Steel Workers,3.0,3.12,3.0,3.62,3.12,2.25,2.12,1.75,2.88,3.0,2.88,1.75,2.0,2.88,2.12,3.0,2.12,3.62,2.0,3.62,2.38,1.0,3.0,2.75,2.25,1.12,2.75,2.88,3.0,2.0,2.0,2.0,3.0,2.5,2.25
47-2231,Solar Photovoltaic Installers,3.0,3.12,3.0,3.0,3.25,2.62,2.75,3.38,2.62,3.12,2.62,2.0,2.25,2.62,2.62,3.12,2.25,2.62,1.88,3.12,2.62,1.5,3.12,3.0,2.62,1.88,2.5,2.75,2.88,2.75,2.75,1.88,3.0,3.0,2.25
47-3011,Helpers--Brickmasons — Blockmasons — Stonemasons — and Tile and Marble Setters,2.38,2.88,2.62,3.0,3.0,2.38,2.38,1.25,2.5,2.88,2.25,1.62,1.88,1.88,2.25,3.0,1.88,3.0,1.88,2.75,1.88,1.0,2.5,2.38,2.25,1.25,2.0,2.75,2.75,2.0,2.0,1.88,3.0,2.75,2.0
47-3012,Helpers--Carpenters,2.88,3.0,3.0,3.0,3.0,2.38,2.88,2.25,2.38,2.88,2.12,1.88,2.0,2.0,2.38,3.0,2.12,2.25,1.62,2.88,2.25,1.0,2.38,2.88,2.62,1.0,2.25,3.0,3.0,2.0,2.0,1.88,2.88,2.25,2.25
47-3013,Helpers--Electricians,2.88,3.25,2.88,3.0,3.12,2.75,2.75,2.88,2.25,3.0,2.25,1.5,2.0,2.0,2.12,2.75,2.0,2.62,1.62,2.88,2.12,1.25,3.0,2.5,2.88,1.88,2.25,2.5,3.12,2.0,2.0,1.25,2.75,3.0,2.38
47-3014,Helpers--Painters — Paperhangers — Plasterers — and Stucco Masons,2.38,2.88,2.38,3.0,2.75,2.5,2.25,1.12,2.25,2.5,2.25,1.0,1.12,2.12,1.12,2.75,2.25,2.12,1.0,2.62,2.25,1.0,2.62,2.12,2.5,1.12,2.5,2.62,3.0,2.0,1.88,1.0,2.75,2.5,2.0
47-3015,Helpers--Pipelayers — Plumbers — Pipefitters — and Steamfitters,2.62,2.88,2.62,2.75,2.88,2.12,2.38,2.0,2.0,2.88,2.0,1.62,2.12,1.88,2.25,2.88,2.0,2.38,1.25,2.25,2.0,1.0,2.12,2.38,2.62,1.12,2.38,2.5,2.5,1.88,1.75,1.62,2.5,2.38,2.0
47-3016,Helpers--Roofers,2.62,3.0,2.62,3.25,2.88,2.75,2.62,1.75,2.38,2.75,2.25,1.62,2.0,2.25,2.25,3.0,2.12,2.0,1.0,2.38,2.0,1.38,2.88,2.38,2.25,1.0,2.62,2.62,2.88,2.25,2.12,1.62,2.62,2.38,2.25
47-4011,Construction and Building Inspectors,3.12,3.75,3.315,2.94,3.815,1.25,1.5,1.25,2.94,3.5,3.0,1.625,1.88,2.69,3.19,3.19,2.94,2.25,2.44,2.875,3.06,1.56,2.94,3.94,1.125,2.625,2.81,2.94,3.815,3.06,3.185,1.875,3.125,2.065,3.37
47-4021,Elevator and Escalator Installers and Repairers,3.12,3.38,3.38,3.0,3.62,4.0,3.38,3.5,2.25,3.38,2.38,1.62,1.75,2.12,2.25,3.12,2.0,3.25,1.62,3.62,2.38,1.38,3.5,3.12,4.0,1.88,2.5,2.62,3.0,3.12,3.0,1.88,3.0,4.0,2.75
47-4031,Fence Erectors,2.25,3.0,2.62,3.0,3.0,2.12,2.62,1.12,2.25,2.88,2.25,1.75,2.0,2.25,2.25,3.0,2.0,2.88,1.75,2.88,2.0,1.0,2.62,2.5,2.0,1.12,2.25,2.62,3.0,2.12,2.0,1.5,3.0,2.0,2.0
47-4041,Hazardous Materials Removal Workers,3.0,3.25,3.0,3.0,3.5,2.62,2.62,1.62,2.88,3.0,2.5,1.88,2.0,2.62,2.0,3.62,2.75,3.38,1.75,3.25,2.88,1.25,3.0,3.12,2.25,2.0,2.88,3.0,3.12,2.75,2.12,1.5,3.0,2.88,3.0
47-4051,Highway Maintenance Workers,2.38,3.0,3.0,3.12,2.88,2.5,1.88,1.38,2.38,2.88,2.0,1.62,1.62,2.12,2.12,3.12,2.38,3.62,1.12,3.5,2.5,1.12,2.88,2.75,2.38,1.0,2.38,2.88,3.0,2.0,2.0,1.62,2.75,2.88,2.12
47-4061,Rail-Track Laying and Maintenance Equipment Operators,2.62,3.0,2.88,3.12,3.12,3.25,2.62,1.5,2.38,3.0,2.5,1.75,1.88,2.5,2.25,3.12,1.88,3.75,1.75,3.75,2.12,1.0,3.12,2.38,3.12,1.25,2.25,2.75,2.88,2.12,2.12,1.75,3.0,3.25,2.25
47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,2.75,3.0,2.88,2.88,3.12,3.0,2.62,2.0,2.5,2.75,2.62,2.0,2.0,2.38,2.38,2.88,2.38,3.88,1.5,3.62,2.38,1.0,3.0,2.75,3.0,1.25,2.75,2.75,2.75,2.12,2.25,1.88,3.0,3.0,2.5
47-4091,Segmental Pavers,2.62,3.5,2.88,3.25,3.25,2.25,2.0,1.25,2.88,3.12,2.38,1.62,1.62,2.88,2.0,2.88,2.62,3.12,2.25,3.0,3.0,1.0,2.5,2.75,2.25,1.12,3.0,3.12,3.5,2.25,2.25,1.5,3.0,2.38,2.62
47-4099,Weatherization Installers and Technicians,2.88,3.12,2.88,3.0,3.25,2.5,2.38,3.25,2.75,3.25,2.75,2.38,2.25,2.75,2.75,3.38,2.75,3.0,2.12,3.12,2.75,1.62,3.0,3.0,2.75,2.0,3.0,2.88,3.12,3.12,3.0,2.12,3.0,3.0,2.88
47-5011,Derrick Operators — Oil and Gas,2.75,3.25,3.25,3.0,3.5,3.12,2.75,1.12,2.88,3.12,2.75,1.88,2.25,3.0,2.38,3.38,2.5,3.88,1.38,4.0,2.5,1.0,3.25,2.88,3.38,1.25,2.38,2.88,3.38,2.25,2.5,1.12,2.88,3.25,2.75
47-5012,Rotary Drill Operators — Oil and Gas,2.88,3.38,3.12,3.25,3.62,3.0,2.62,1.12,3.38,3.12,3.0,1.25,1.62,2.88,2.38,3.5,2.88,3.62,1.75,3.62,2.88,1.0,3.0,3.12,3.0,1.25,2.38,2.88,3.25,2.12,2.12,1.38,2.88,3.0,3.0
47-5013,Service Unit Operators — Oil and Gas,3.0,3.38,3.12,2.88,3.75,3.12,2.62,2.12,2.88,3.25,2.88,1.88,2.12,3.0,2.75,3.62,2.75,3.75,1.5,4.0,2.75,1.75,3.0,3.0,3.0,1.38,2.75,3.0,3.0,2.62,2.88,1.38,2.75,3.38,3.0
47-5022,Excavating and Loading Machine and Dragline Operators — Surface Mining,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.5,2.5,3.0,2.38,1.75,1.88,2.88,2.25,3.12,2.38,4.12,2.0,3.62,3.0,1.0,2.75,3.0,3.0,1.0,2.5,3.0,3.0,2.25,2.25,1.88,3.0,3.0,2.5
47-5023,Earth Drillers — Except Oil and Gas,2.75,3.0,3.0,3.0,3.25,3.25,3.0,1.88,2.75,2.88,2.25,1.75,1.88,2.38,2.25,3.12,2.25,3.88,1.88,4.0,2.38,1.0,3.0,2.75,2.88,1.62,2.38,2.62,3.0,2.25,2.12,1.88,2.88,3.0,2.38
47-5032,Explosives Workers — Ordnance Handling Experts — and Blasters,3.12,3.88,3.38,3.12,3.62,2.38,2.5,1.38,3.0,3.62,3.0,1.62,2.12,3.0,2.5,3.75,2.62,3.5,2.25,3.5,2.5,1.0,2.5,3.12,2.12,1.88,2.62,2.88,3.38,2.62,2.62,1.75,3.38,2.75,2.88
47-5041,Continuous Mining Machine Operators,2.75,3.0,3.0,2.75,3.25,3.38,2.38,1.88,2.38,3.12,2.38,1.38,1.38,2.62,2.0,3.0,2.0,3.88,1.88,3.88,2.12,1.0,2.88,2.75,3.12,1.38,2.38,2.75,3.0,2.12,2.12,1.62,3.0,3.25,2.12
47-5043,Roof Bolters — Mining,2.88,3.12,3.0,3.0,3.38,3.12,2.88,2.0,2.88,3.0,2.25,1.88,2.0,2.25,2.12,3.25,2.12,3.62,1.25,3.25,2.25,1.0,3.0,2.38,3.0,1.5,2.38,2.88,3.0,2.25,2.25,1.12,3.0,3.25,2.12
47-5044,Loading and Moving Machine Operators — Underground Mining,2.12,3.0,2.62,3.0,3.0,3.0,2.5,1.25,2.25,2.38,2.12,1.62,1.88,2.25,2.0,2.88,2.12,3.38,1.75,3.25,2.25,1.0,2.12,2.88,2.75,1.0,2.12,2.88,3.0,1.62,1.5,1.0,2.38,3.12,2.0
47-5051,Rock Splitters — Quarry,2.12,3.0,2.75,2.75,2.75,2.25,2.0,1.0,2.0,2.62,2.0,1.5,1.5,1.88,1.88,2.88,1.88,3.25,1.25,3.12,2.0,1.0,2.25,2.75,2.12,1.12,2.12,2.5,2.62,1.62,1.62,1.0,2.75,2.38,2.12
47-5071,Roustabouts — Oil and Gas,2.5,2.88,2.62,2.75,3.12,2.88,2.38,1.12,2.25,3.0,2.25,1.62,1.88,2.38,2.0,3.0,2.0,3.0,1.12,3.0,2.0,1.0,3.0,2.12,2.88,1.0,2.12,2.88,2.75,2.0,2.0,1.5,2.88,2.75,2.12
47-5081,Helpers--Extraction Workers,2.88,3.0,2.88,3.12,3.12,3.5,3.12,1.25,2.38,3.0,2.62,1.75,2.0,2.5,2.5,3.75,2.0,3.5,1.0,3.62,2.12,1.0,3.12,2.75,3.38,1.38,2.38,2.75,2.88,2.12,1.88,1.75,2.62,3.38,2.38
49-1011,First-Line Supervisors of Mechanics — Installers — and Repairers,3.25,3.62,3.12,3.75,3.75,2.88,2.75,1.75,3.0,3.75,3.12,2.88,2.88,3.88,2.88,4.0,3.0,3.0,2.5,3.38,3.0,1.88,3.62,3.62,2.88,1.75,3.0,3.12,3.75,3.25,3.12,1.88,3.75,3.12,3.0
49-2011,Computer — Automated Teller — and Office Machine Repairers,3.0,3.62,3.38,3.0,3.5,3.25,3.25,3.0,2.62,3.0,2.62,1.75,2.12,2.5,1.88,3.0,2.75,2.75,2.12,3.12,2.5,2.12,3.25,3.12,3.62,1.88,3.0,2.88,3.25,2.75,2.38,2.0,3.25,3.38,3.0
49-2021,Radio — Cellular — and Tower Equipment Installers and Repairers,3.0,3.25,3.0,3.0,3.25,3.38,2.88,3.38,2.75,3.0,2.62,1.88,1.88,2.38,2.75,3.12,2.38,2.88,1.25,3.12,2.62,2.0,3.12,3.25,3.5,1.75,2.5,3.0,3.25,3.0,2.88,1.88,3.12,3.0,3.0
49-2022,Telecommunications Equipment Installers and Repairers — Except Line Installers,3.12,3.5,3.38,3.0,3.62,3.5,3.12,3.25,2.88,3.25,2.88,1.75,1.75,2.5,2.25,3.38,2.5,3.25,1.88,3.62,2.62,2.0,3.62,3.38,3.88,2.0,2.88,3.0,3.25,3.12,2.88,1.88,3.0,3.88,3.0
49-2091,Avionics Technicians,3.0,3.38,3.5,3.0,3.75,3.88,3.0,2.75,2.88,3.25,2.62,1.5,1.75,2.62,2.12,3.12,2.38,2.5,2.25,3.75,2.88,1.62,3.75,3.25,3.88,2.88,2.75,2.88,3.38,3.0,2.88,1.88,3.12,3.88,3.25
49-2092,Electric Motor — Power Tool — and Related Repairers,2.88,3.12,3.62,2.88,3.75,3.88,3.75,3.0,2.5,3.12,2.75,1.88,2.12,2.38,2.62,2.88,2.25,3.25,1.62,3.5,2.5,1.75,3.75,3.0,4.12,2.12,2.75,2.75,3.0,3.0,2.75,1.75,2.88,3.88,2.88
49-2093,Electrical and Electronics Installers and Repairers — Transportation Equipment,2.25,3.38,3.12,3.0,3.62,3.0,2.62,2.75,2.12,3.0,2.12,2.0,2.0,2.25,2.12,3.12,2.25,3.0,2.12,3.25,2.88,1.62,3.25,3.12,3.12,2.12,2.25,3.0,3.0,2.25,2.25,2.0,3.0,3.0,3.0
49-2094,Electrical and Electronics Repairers — Commercial and Industrial Equipment,3.0,3.12,3.25,2.88,3.75,3.75,3.12,2.88,2.88,3.25,2.88,2.0,2.0,2.5,2.75,3.12,2.25,3.0,2.12,3.88,2.88,2.12,3.75,3.12,3.88,2.75,2.88,3.0,3.12,3.0,2.88,2.12,3.0,3.75,3.0
49-2095,Electrical and Electronics Repairers — Powerhouse — Substation — and Relay,2.88,3.12,3.12,2.88,3.75,3.62,2.88,1.62,2.75,3.0,2.25,2.0,2.0,2.75,2.25,3.0,2.5,2.88,2.12,3.25,2.38,1.88,3.25,3.38,3.62,2.62,2.88,2.62,3.12,3.0,2.75,1.88,3.0,3.5,2.88
49-2096,Electronic Equipment Installers and Repairers — Motor Vehicles,2.75,3.38,3.12,3.0,3.5,3.25,3.0,3.25,2.62,2.88,2.5,2.12,2.0,2.12,2.25,2.88,2.75,2.88,1.88,3.5,2.75,1.88,3.0,3.12,3.62,1.88,3.0,2.88,3.0,2.38,2.25,2.12,3.12,3.62,2.88
49-2097,Audiovisual Equipment Installers and Repairers,2.88,3.12,3.38,2.88,3.12,3.38,3.0,3.38,2.75,3.25,2.62,1.88,2.12,2.38,2.25,2.88,2.12,2.88,1.88,3.12,2.5,1.62,3.62,3.12,3.62,1.75,3.0,2.75,3.38,2.88,2.75,1.75,3.0,3.62,2.75
49-2098,Security and Fire Alarm Systems Installers,2.88,3.25,3.12,2.88,3.38,2.75,2.25,3.38,2.62,3.12,2.38,1.75,1.88,2.12,2.12,3.0,2.0,2.88,1.88,3.12,2.12,1.75,3.12,3.12,3.0,1.75,2.88,2.88,3.38,2.62,2.62,1.88,3.0,3.0,2.88
